Unnamed: 0,country,designation,points,price,title,variety,winery
763,Spain,Ipsum,87,10.0,Pablo del Villar 2010 Ipsum Verdejo-Viura (Rueda),Verdejo-Viura,Pablo del Villar
764,US,Cuvée Christine,87,45.0,Pax 2007 Cuvée Christine Syrah (North Coast),Syrah,Pax
765,US,The Griffin,87,32.0,Robert Foley 2008 The Griffin Red (Napa Valley),Red Blend,Robert Foley
766,Australia,,87,18.0,42°S 2008 Pinot Noir (Tasmania),Pinot Noir,42°S
767,Spain,,87,9.0,Manyana 2008 Tempranillo (Cariñena),Tempranillo,Manyana
768,Australia,,87,11.0,McWilliam's Hanwood Estate 2008 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,McWilliam's Hanwood Estate
769,Italy,Synthesi,87,30.0,Paternoster 2007 Synthesi  (Aglianico del Vulture),Aglianico,Paternoster
770,France,Mumm de Cramant Blanc de Blancs,92,62.0,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Chardonnay (Champagne),Chardonnay,G. H. Mumm
771,US,Ocean Reserve,92,40.0,Iron Horse 2007 Ocean Reserve Sparkling (Green Valley),Sparkling Blend,Iron Horse
772,France,Grande Réserve Blanc de Blancs Grand Cru Brut,92,66.0,Jean Milan NV Grande Réserve Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,Jean Milan
773,Portugal,Grande Reserva,92,32.0,Monte da Penha 2005 Grande Reserva Red (Alentejo),Portuguese Red,Monte da Penha
774,US,Lorna Marie,92,70.0,Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley
775,US,West Block,92,48.0,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley
776,France,Oenophile Premier Cru Blanc de Blancs Extra Brut,92,72.0,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils
777,Italy,Cràtis,92,18.0,Scubla 2008 Cràtis Verduzzo (Colli Orientali del Friuli),Verduzzo,Scubla
778,US,Winderlea Vineyard,92,105.0,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim
779,France,Assemblage Brut,92,101.0,Bruno Paillard 2002 Assemblage Brut  (Champagne),Champagne Blend,Bruno Paillard
780,Italy,,92,50.0,Castello d'Albola 2003  Vin Santo del Chianti Classico,White Blend,Castello d'Albola
781,Italy,Giulio Ferrari Riserva del Fondatore,92,85.0,Ferrari 2001 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Chardonnay,Ferrari
782,US,Cuvée M,92,35.0,Laetitia 2008 Cuvée M Sparkling (Arroyo Grande Valley),Sparkling Blend,Laetitia
783,US,Big River Ranch,92,38.0,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),Zinfandel,Bella
784,Portugal,VT '08,90,32.0,Quinta do Sagrado 2008 VT '08 Red (Douro),Portuguese Red,Quinta do Sagrado
785,Argentina,,90,25.0,San Pedro de Yacochuya 2012 Red (Salta),Red Blend,San Pedro de Yacochuya
786,Portugal,Aneto Tinto,90,12.0,Sobredos 2012 Aneto Tinto Red (Douro),Portuguese Red,Sobredos
787,US,Rutherford Estate Vineyard,90,125.0,St. Supéry 2013 Rutherford Estate Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. Supéry
788,Argentina,Bramare Marchiori Vineyard,90,46.0,Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Chardonnay,Viña Cobos
789,Germany,Apollo Dry,90,29.0,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),Riesling,Von Schleinitz
790,US,Signature,90,17.0,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Barnard Griffin
791,US,Chehalem Mountain Vineyard,90,85.0,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Beacon Hill
792,France,La Sérénité des Grands Chênes,90,30.0,Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc),Bordeaux-style Red Blend,Bernard Magrez
793,US,Tuttorosso,90,34.0,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Red Blend,Brian Carter Cellars
794,US,,90,22.0,Buttonwood 2015 Grenache Blanc (Santa Ynez Valley),Grenache Blanc,Buttonwood
795,France,Divin de Corbin,90,35.0,Château Corbin 2014 Divin de Corbin  (Saint-Émilion),Bordeaux-style Red Blend,Château Corbin
796,France,,90,45.0,Château Haut-Logat 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Haut-Logat
797,France,,90,20.0,Château La Branne 2014  Médoc,Bordeaux-style Red Blend,Château La Branne
798,France,,90,17.0,Château Mayne Vieil 2014  Fronsac,Bordeaux-style Red Blend,Château Mayne Vieil
799,France,,90,45.0,Château Mille-Roses 2012  Margaux,Bordeaux-style Red Blend,Château Mille-Roses
800,US,,90,20.0,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Chessman
801,US,Tawny Estate,90,50.0,Deerfield Ranch NV Tawny Estate Syrah (Sonoma Valley),Syrah,Deerfield Ranch
802,France,Le Griottier,90,22.0,Domaine Franck Besson 2014 Le Griottier  (Juliénas),Gamay,Domaine Franck Besson
803,US,Upright Klipsun Vineyard,90,39.0,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,Efeste
804,US,Lola Evergreen Vineyard,90,35.0,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),Chardonnay,Efeste
805,US,,90,15.0,Firesteed 2012 Riesling (Oregon),Riesling,Firesteed
806,US,Small Lot,90,27.0,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub
807,Australia,Farrago,90,66.0,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Chardonnay,Kooyong
808,Italy,Le Vele,90,32.0,Moncaro 2015 Le Vele  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Moncaro
809,Spain,Parcela 23,90,20.0,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Finca Constancia
810,US,,90,125.0,Aiken 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Aiken
811,Germany,Castell,90,16.0,Castell 2015 Castell Silvaner (Franken),Silvaner,Castell
812,US,Perli Vineyards,90,42.0,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),Syrah,Donkey & Goat
813,Australia,Cuvee Juveniles,90,22.0,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Red Blend,Torbreck
814,Italy,,86,,Valdicava 2012  Rosso di Montalcino,Sangiovese,Valdicava
815,US,Soleil,86,18.0,Finn Hill 2013 Soleil Sauvignon Blanc (Wahluke Slope),Sauvignon Blanc,Finn Hill
816,US,Pre-Emption Vineyard,86,22.0,Keuka Spring 2013 Pre-Emption Vineyard Gewürztraminer (Finger Lakes),Gewürztraminer,Keuka Spring
817,Chile,Block Selection Reserve Block N. 10,86,12.0,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),Merlot,La Playa
818,France,Belle Grâce,86,15.0,Les Vins Aujoux 2013 Belle Grâce  (Beaujolais-Villages),Gamay,Les Vins Aujoux
819,France,,86,9.0,Mont Gravet 2013 Colombard (Côtes de Gascogne),Colombard,Mont Gravet
820,Spain,Made With Organic Grapes,86,12.0,Navardia 2013 Made With Organic Grapes  (Rioja),Tempranillo Blend,Navardia
821,Spain,Brut,86,15.0,Pata Negra NV Brut Sparkling (Cava),Sparkling Blend,Pata Negra
822,Italy,,86,20.0,Ridolfi 2012  Rosso di Montalcino,Sangiovese,Ridolfi
823,US,,86,28.0,Still Waters 2010 Malbec (Paso Robles),Malbec,Still Waters
824,US,,86,10.0,Stomping Ground 2010 Merlot (California),Merlot,Stomping Ground
825,Italy,,86,70.0,Tenuta Poggio il Castellare 2009  Brunello di Montalcino,Sangiovese,Tenuta Poggio il Castellare
826,Italy,Ciampoleto,86,28.0,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),Sangiovese,Tenuta San Giorgio
827,Chile,,86,11.0,Terrapura 2012 Merlot (Curicó Valley),Merlot,Terrapura
828,France,K-libre,86,30.0,Clos Troteligotte 2013 K-libre Chenin Blanc (Côtes du Lot),Chenin Blanc,Clos Troteligotte
829,US,,86,26.0,Columbia Winery 2013 Viognier (Columbia Valley (WA)),Viognier,Columbia Winery
830,France,,86,15.0,Domaine de Thulon 2013  Beaujolais-Villages,Chardonnay,Domaine de Thulon
831,France,Roche Grès,86,23.0,Domaine du Haut-Poncié 2013 Roche Grès  (Moulin-à-Vent),Gamay,Domaine du Haut-Poncié
832,France,Coeur de Vendanges,86,,Domaine du Vissoux 2013 Coeur de Vendanges  (Beaujolais),Gamay,Domaine du Vissoux
833,Italy,,86,30.0,Dosio 2012  Nebbiolo d'Alba,Nebbiolo,Dosio
834,Chile,Reserva Estate Bottled,86,10.0,G7 2012 Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),Cabernet Sauvignon,G7
835,France,Flower Label,86,12.0,Georges Duboeuf 2013 Flower Label  (Beaujolais),Gamay,Georges Duboeuf
836,Spain,Cinta Púrpura Brut Reserva,86,13.0,Juvé y Camps NV Cinta Púrpura Brut Reserva Sparkling (Cava),Sparkling Blend,Juvé y Camps
837,Spain,Sweet Reserva,86,15.0,Juvé y Camps NV Sweet Reserva Sparkling (Cava),Sparkling Blend,Juvé y Camps
838,US,Les Collines Vineyard,86,36.0,Kontos 2011 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Kontos
839,US,Yellow Dog Vineyard,86,20.0,Lamoreaux Landing 2013 Yellow Dog Vineyard Riesling (Finger Lakes),Riesling,Lamoreaux Landing
840,France,,86,,Laurent Gauthier 2013 Rosé (Beaujolais Rosé),Rosé,Laurent Gauthier
841,US,,86,10.0,Leaping Horse 2013 Chardonnay (California),Chardonnay,Leaping Horse
842,France,,86,16.0,Manoir du Carra 2013  Beaujolais-Villages,Gamay,Manoir du Carra
843,US,Proprietor's Reserve,86,25.0,Maryhill 2011 Proprietor's Reserve Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Maryhill
844,Italy,Bianco,90,24.0,Cottanera 2015 Bianco  (Etna),Carricante,Cottanera
845,Italy,Aquilae Bio,90,,CVA Canicattì 2015 Aquilae Bio Grillo (Terre Siciliane),Grillo,CVA Canicattì
846,France,Rosenberg,90,24.0,Domaine Barmès-Buecher 2014 Rosenberg Sylvaner (Alsace),Sylvaner,Domaine Barmès-Buecher
847,France,Galets Oligocène,90,33.0,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace),Pinot Noir,Domaine Bott-Geyl
848,France,Clos de Jeu,90,,Domaine Collotte 2014 Clos de Jeu  (Marsannay),Pinot Noir,Domaine Collotte
849,France,,90,70.0,Domaine Faiveley 2014  Gevrey-Chambertin,Pinot Noir,Domaine Faiveley
850,France,Grèves Premier Cru,90,117.0,Domaine Jacques Prieur 2014 Grèves Premier Cru  (Beaune),Chardonnay,Domaine Jacques Prieur
851,France,Champ Salomon,90,,Domaine René Bouvier 2014 Champ Salomon  (Marsannay),Pinot Noir,Domaine René Bouvier
852,France,Grand A du Petit Léon,90,16.0,Domaine Roland Schmitt 2014 Grand A du Petit Léon Sylvaner (Alsace),Sylvaner,Domaine Roland Schmitt
853,Germany,Thanisch Kabinett,90,30.0,Dr. H. Thanisch (Erben Thanisch) 2014 Thanisch Kabinett Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Thanisch)
854,US,,90,20.0,Easton 2014 Zinfandel (Amador County),Zinfandel,Easton
855,US,Reserve,90,35.0,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
856,Italy,Taburno,90,25.0,Fattoria La Rivolta 2015 Taburno Fiano (Sannio),Fiano,Fattoria La Rivolta
857,US,,90,28.0,Fess Parker 2013 Syrah (Santa Barbara County),Syrah,Fess Parker
858,US,,90,15.0,Firesteed 2014 Pinot Gris (Oregon),Pinot Gris,Firesteed
859,US,,90,150.0,Foretell 2012 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Foretell
860,US,Erato De Portola Trail Vineyard,90,45.0,Gershon Bachus 2009 Erato De Portola Trail Vineyard Cabernet Franc (Temecula Valley),Cabernet Franc,Gershon Bachus
861,Italy,Rosso,90,30.0,Graci 2015 Rosso  (Etna),Nerello Mascalese,Graci
862,Italy,,90,19.0,Tornatore 2015 Rosato (Etna),Rosato,Tornatore
863,US,Rio Vista Vineyard,90,45.0,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,West of Temperance
864,Germany,Trocken,90,40.0,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr),Früburgunder,Winzergenossenschaft Mayschoss-Altenahr
865,Italy,Laluci,90,,Baglio del Cristo di Campobello 2015 Laluci White (Sicilia),White Blend,Baglio del Cristo di Campobello
866,Australia,Handpicked Grenache,90,25.0,Beresford 2014 Handpicked Grenache Rosé (McLaren Vale),Rosé,Beresford
867,US,Estate,90,40.0,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
868,Chile,Gran Reserva,90,15.0,Carmen 2014 Gran Reserva Carmenère (Colchagua Valley),Carmenère,Carmen
869,US,Larner,90,42.0,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),Grenache,Casa Dumetz
870,US,Estate Bottled,90,29.0,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge),Syrah,Greenwood Ridge
871,US,,90,42.0,Herencia 2013 Merlot (Napa Valley),Merlot,Herencia
872,US,,90,18.0,J. Scott Cellars 2015 Albariño (Oregon),Albariño,J. Scott Cellars
873,Hungary,Dry,90,16.0,Chateau Dereszla 2014 Dry  (Tokaji),White Blend,Chateau Dereszla
874,Portugal,,90,40.0,Quinta do Vallado 2009 Sousão (Douro),Sousão,Quinta do Vallado
875,Portugal,,90,,Roquette e Cazes 2007 Red (Douro),Portuguese Red,Roquette e Cazes
876,Spain,Idus,90,50.0,Vall Llach 2007 Idus Red (Priorat),Red Blend,Vall Llach
877,Italy,Alfeo,90,,Ceralti 2008 Alfeo  (Bolgheri Superiore),Red Blend,Ceralti
878,France,,90,35.0,Château Bel-Air Ortet 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Bel-Air Ortet
879,France,,90,45.0,Château Ferrière 2009  Margaux,Bordeaux-style Red Blend,Château Ferrière
880,US,Sonoma Estate,90,20.0,Cline 2008 Sonoma Estate Syrah (Los Carneros),Syrah,Cline
881,Spain,Coraje,90,44.0,Fuentes 2008 Coraje Red (Priorat),Red Blend,Fuentes
882,US,,90,22.0,Fuse 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Fuse
883,Italy,Campo al Fico,90,,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),Red Blend,I Luoghi
884,US,Brut Rose,90,28.0,J Vineyards & Winery NV Brut Rose Sparkling (Russian River Valley),Sparkling Blend,J Vineyards & Winery
885,US,,90,27.0,Kokomo 2008 Petite Sirah (Dry Creek Valley),Petite Sirah,Kokomo
886,France,La Mère Grand,90,25.0,Loup Blanc 2007 La Mère Grand Red (Minervois),Rhône-style Red Blend,Loup Blanc
887,Portugal,Reserva Branco,90,60.0,Maritávora 2009 Reserva Branco White (Douro),Portuguese White,Maritávora
888,US,Slide Mountain Vineyard,90,72.0,Owen Roe 2009 Slide Mountain Vineyard Cabernet Franc (Yakima Valley),Cabernet Franc,Owen Roe
889,US,Red Label,90,44.0,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),Pinot Noir,Pacific Ridge
890,US,Estate,90,28.0,Phoenix Ranch 2009 Estate Viognier (Napa Valley),Viognier,Phoenix Ranch
891,US,,90,29.0,2nd Chance 2009 Pinot Noir (Santa Maria Valley),Pinot Noir,2nd Chance
892,US,Stone Tree Vineyard Intuition Reserve,90,58.0,Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Bergevin Lane
893,Australia,Heavy Metal,90,15.0,Hungerford Hill 2008 Heavy Metal Shiraz (South Eastern Australia),Shiraz,Hungerford Hill
894,Italy,Castello di Montepò,90,29.0,Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano),Sangiovese,Jacopo Biondi-Santi
895,Italy,Giuseppe Olivi Memento,90,45.0,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),Red Blend,Le Buche
896,US,Signature Selection,90,70.0,Leonesse Cellars 2007 Signature Selection Syrah (Temecula Valley),Syrah,Leonesse Cellars
897,US,Dividend,90,39.0,Market Vineyards 2008 Dividend Syrah (Columbia Valley (WA)),Syrah,Market Vineyards
898,Italy,,90,,Marsiliana 2005 Red (Toscana),Red Blend,Marsiliana
899,Italy,Fonterutoli,90,28.0,Mazzei 2009 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei
900,Spain,Criança,90,48.0,Morlanda 2007 Criança Red (Priorat),Red Blend,Morlanda
901,Portugal,Reserva Branco,90,50.0,Quinta do Vallado 2010 Reserva Branco White (Douro),Portuguese White,Quinta do Vallado
902,US,Reserve Bingham Vineyard,87,22.0,Becker 2014 Reserve Bingham Vineyard Roussanne (Texas High Plains),Roussanne,Becker
903,Germany,,87,10.0,Bex 2014 Riesling (Nahe),Riesling,Bex
904,Italy,Pajè,87,50.0,Boffa 2013 Pajè  (Barbaresco),Nebbiolo,Boffa
905,US,Super Nero,87,30.0,Brennan 2014 Super Nero Nero d'Avola (Texas),Nero d'Avola,Brennan
906,US,Reddy Vineyard,87,18.0,Brennan 2015 Reddy Vineyard Roussanne (Texas High Plains),Roussanne,Brennan
907,Portugal,Bruto,87,30.0,Casa de Vilacetinho 2013 Bruto Avesso (Vinho Verde),Avesso,Casa de Vilacetinho
908,Italy,,87,39.0,Cascina Bruciata 2013  Barbaresco,Nebbiolo,Cascina Bruciata
909,Italy,,87,35.0,Castello di Neive 2013  Barbaresco,Nebbiolo,Castello di Neive
910,Argentina,Grand Vin,87,30.0,Antucura 2011 Grand Vin Red (Vista Flores),Bordeaux-style Red Blend,Antucura
911,France,Samsó Seulle,87,23.0,Frédéric Brouca 2013 Samsó Seulle Cinsault (Vin de France),Cinsault,Frédéric Brouca
912,US,Three Otters Pinot Noir,87,18.0,Fullerton 2015 Three Otters Pinot Noir Rosé (Willamette Valley),Rosé,Fullerton
914,Argentina,Grand Reserve,87,20.0,Graffigna 2012 Grand Reserve Malbec (San Juan),Malbec,Graffigna
915,US,Atração,87,25.0,Coelho 2014 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho
916,US,Renovação Estate Vineyards,87,20.0,Coelho 2015 Renovação Estate Vineyards Pinot Gris (Willamette Valley),Pinot Gris,Coelho
917,Italy,Bussia,87,50.0,Deltetto 2012 Bussia  (Barolo),Nebbiolo,Deltetto
918,Italy,Ginestra,87,50.0,Diego Conterno 2012 Ginestra  (Barolo),Nebbiolo,Diego Conterno
919,Argentina,Reserve,87,15.0,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),Pinot Gris,Domaine Bousquet
920,Australia,Breathing Space,87,,Evans & Tate 2015 Breathing Space Sauvignon Blanc (Australia),Sauvignon Blanc,Evans & Tate
921,Portugal,Conde Vimioso Colheita Seleccionada Branco,87,9.0,Falua 2015 Conde Vimioso Colheita Seleccionada Branco White (Tejo),Portuguese White,Falua
922,Argentina,Altosur,87,12.0,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),Sauvignon Blanc,Finca Sophenia
923,Portugal,,87,14.0,Fiuza 2015 Red (Tejo),Tinta Miúda,Fiuza
924,Australia,,87,18.0,Sidewood 2014 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Sidewood
925,US,Vin Doux Naturel,87,20.0,Terre Rouge 2013 Vin Doux Naturel Muscat Blanc à Petits Grains (Shenandoah Valley (CA)),Muscat Blanc à Petits Grains,Terre Rouge
926,Argentina,Roll Fermentor,87,175.0,Antonio Mas 2011 Roll Fermentor Malbec (Tupungato),Malbec,Antonio Mas
927,Portugal,Casal Garcia Rosé,87,12.0,Aveleda NV Casal Garcia Rosé Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda
928,Italy,,87,60.0,Battaglio 2013  Barbaresco,Nebbiolo,Battaglio
929,US,Estate,87,20.0,Bella Grace 2013 Estate Zinfandel (Amador County),Zinfandel,Bella Grace
930,Argentina,Alberti 154,87,15.0,Bodega Calle 2014 Alberti 154 Malbec (Mendoza),Malbec,Bodega Calle
931,Italy,,87,35.0,Borgogno F.lli Serio e Battista 2012  Barolo,Nebbiolo,Borgogno F.lli Serio e Battista
932,France,Tradition,87,14.0,Château les Petits Arnauds 2014 Tradition  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château les Petits Arnauds
933,France,,87,16.0,Château Mougneaux 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Mougneaux
934,France,Vieilles Vignes,87,15.0,Château Saintongey 2014 Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,Château Saintongey
935,France,Vieilles Vignes,87,14.0,Château Ségonzac 2014 Vieilles Vignes  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Ségonzac
936,US,Ian's Reserve,87,40.0,Chehalem 2013 Ian's Reserve Chardonnay (Willamette Valley),Chardonnay,Chehalem
937,US,Stoller Vineyards,87,29.0,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
938,Spain,II Crianza,87,15.0,Covila 2013 II Crianza  (Rioja),Tempranillo,Covila
939,US,Melange d'Amis Reserve,87,55.0,Cuda Ridge Wines 2013 Melange d'Amis Reserve Red (Livermore Valley),Bordeaux-style Red Blend,Cuda Ridge Wines
940,France,Grande Réserve Premier Cru Brut,87,38.0,Duménil NV Grande Réserve Premier Cru Brut  (Champagne),Champagne Blend,Duménil
941,Spain,Goru Verde,87,15.0,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),Monastrell,Ego Bodegas
942,US,,87,34.0,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),Pinot Noir,Ektimo Vineyards
943,Spain,Crianza,87,18.0,Finca del Marquesado 2013 Crianza  (Rioja),Tempranillo Blend,Finca del Marquesado
944,US,Estate,87,27.0,Folin Cellars 2015 Estate Viognier (Rogue Valley),Viognier,Folin Cellars
945,US,Director's,87,17.0,Francis Coppola 2014 Director's Chardonnay (Sonoma County),Chardonnay,Francis Coppola
946,US,Reserve Winston Hill Vineyard,87,65.0,Frank Family 2013 Reserve Winston Hill Vineyard Sangiovese (Rutherford),Sangiovese,Frank Family
947,Portugal,Evel Tinto,87,13.0,Real Companhia Velha 2014 Evel Tinto Red (Douro),Portuguese Red,Real Companhia Velha
948,Portugal,Santos da Casa Tinto,87,15.0,Santos & Seixo 2014 Santos da Casa Tinto Red (Alentejano),Portuguese Red,Santos & Seixo
949,Italy,,87,23.0,Travaglini 2014 Nebbiolo (Coste della Sesia),Nebbiolo,Travaglini
950,US,,87,40.0,Vine Cliff 2014 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
951,US,Rennie Vineyard Organic Grapes,87,32.0,Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Petit Verdot (Yorkville Highlands),Petit Verdot,Yorkville Cellars
952,Spain,XIC,87,16.0,Agustí Torelló Mata 2015 XIC Xarel-lo (Penedès),Xarel-lo,Agustí Torelló Mata
953,US,i,87,38.0,Amalie Robert 2012 i Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert
954,US,Reserve Bottling,87,15.0,Archgate Cellars 2014 Reserve Bottling Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Archgate Cellars
955,Italy,Nirvasco,87,50.0,Bersano 2012 Nirvasco  (Barolo),Nebbiolo,Bersano
956,Italy,Anni Venti Metodo Classico,87,30.0,Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo),Greco,Cantine di Marzo
957,US,Ritchie Vineyard,87,24.0,Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Carica
